RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          479     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 2454 2930     0     0  con    0  1.0D+00  5.4D-04  1.497D-08  1.571D-09
 2455 2931     0     0  con    0  1.0D+00  6.8D-04  1.665D-08  1.571D-09
 2456 2932     0     0  con    0  1.0D+00  2.9D-04  3.070D-09  1.571D-09
 2457 2933     0     0  con    0  1.0D+00  2.5D-04  3.555D-09  1.571D-09
 2458 2934     0     0  con    0  1.0D+00  2.1D-04  9.841D-09  1.570D-09
 2459 2935     0     0  con    0  1.0D+00  3.5D-04  4.343D-09  1.570D-09
 2460 2936     0     0  con    0  1.0D+00  5.9D-04  2.928D-09  1.570D-09
 2461 2937     0     0  con    0  1.0D+00  1.3D-03  2.008D-08  1.570D-09
 2462 2938     0     0  con    0  1.0D+00  3.9D-04  5.558D-09  1.569D-09
 2463 2939     0     0  con    0  1.0D+00  8.9D-05  2.332D-09  1.569D-09
 2464 2940     0     0  con    0  1.0D+00  3.5D-04  3.018D-09  1.569D-09
 2465 2941     0     0  con    0  1.0D+00  5.0D-04  3.747D-09  1.569D-09
 2466 2942     0     0  con    0  1.0D+00  6.2D-04  6.427D-09  1.569D-09
 2467 2943     0     0  con    0  1.0D+00  4.9D-04  2.878D-09  1.569D-09
 2468 2944     0     0  con    0  1.0D+00  8.6D-04  5.301D-09  1.569D-09
 2469 2946     0     0  con    1  2.2D-01  2.4D-04  5.265D-09  1.569D-09
 2470 2948     0     0  con    1  3.4D-01  9.1D-04  4.894D-09  1.569D-09
 2471 2950     0     0  con    1  2.1D-01  5.7D-04  4.479D-09  1.569D-09
 2472 2952     0     0  con    1  2.4D-01  4.8D-04  3.618D-09  1.569D-09
 2473 2954     0     0  con    1  2.2D-01  3.9D-04  3.064D-09  1.569D-09
 2474 2956     0     0  con    1  3.0D-01  6.5D-04  4.451D-09  1.569D-09
 2475 2960     0     0  con    3  1.3D-01  1.6D-04  4.161D-09  1.569D-09
 2476 2962     0     0  con    1  2.2D-01  3.2D-04  3.669D-09  1.569D-09
 2477 2964     0     0  con    1  2.5D-01  3.2D-04  3.994D-09  1.569D-09
 2478 2966     0     0  con    1  2.3D-01  5.4D-04  2.550D-09  1.569D-09
 2479 2968     0     0  con    1  3.0D-01  3.8D-04  2.491D-09  1.569D-09
 2480 2970     0     0  con    1  2.3D-01  4.8D-04  1.453D-09  1.569D-09
 2481 2971     0     0  con    0  1.0D+00  9.5D-04  5.727D-09  1.569D-09
 2482 2972     0     0  con    0  1.0D+00  2.2D-04  1.069D-09  1.569D-09
 2483 2973     0     0  con    0  1.0D+00  3.7D-04  1.718D-09  1.568D-09
 2484 2974     0     0  con    0  1.0D+00  7.4D-04  2.616D-09  1.568D-09
 2485 2976     0     0  con    1  1.3D-01  2.8D-04  5.255D-09  1.568D-09
 2486 2977     0     0  con    0  1.0D+00  1.2D-04  3.003D-09  1.568D-09
 2487 2978     0     0  con    0  1.0D+00  3.2D-04  1.098D-09  1.568D-09
 2488 2979     0     0  con    0  1.0D+00  9.7D-04  1.828D-09  1.568D-09
 2489 2980     0     0  con    0  1.0D+00  1.4D-03  2.815D-09  1.568D-09
 2490 2982     0     0  con    1  4.5D-01  4.7D-04  2.953D-09  1.568D-09
 2491 2983     0     0  con    0  1.0D+00  5.0D-04  1.843D-09  1.568D-09
 2492 2984     0     0  con    0  1.0D+00  1.7D-04  8.903D-10  1.568D-09
 2493 2985     0     0  con    0  1.0D+00  1.9D-04  1.867D-09  1.568D-09
 2494 2986     0     0  con    0  1.0D+00  3.0D-04  1.206D-08  1.568D-09
 2495 2987     0     0  con    0  1.0D+00  6.3D-04  5.287D-09  1.567D-09
 2496 2988     0     0  con    0  1.0D+00  6.8D-04  5.920D-09  1.567D-09
 2497 2990     0     0  con    1  4.2D-01  3.9D-04  4.184D-09  1.567D-09
 2498 2991     0     0  con    0  1.0D+00  4.0D-04  2.703D-09  1.567D-09
 2499 2992     0     0  con    0  1.0D+00  1.1D-04  2.143D-09  1.567D-09
 2500 2993     0     0  con    0  1.0D+00  4.2D-04  2.846D-09  1.567D-09
 2501 2994     0     0  con    0  1.0D+00  2.1D-04  3.168D-09  1.567D-09
 2502 2995     0     0  con    0  1.0D+00  7.0D-04  5.295D-09  1.567D-09
 2503 2996     0     0  con    0  1.0D+00  1.1D-03  2.586D-09  1.567D-09
 2504 2997     0     0  con    0  1.0D+00  4.8D-04  1.307D-09  1.567D-09
 2505 2998     0     0  con    0  1.0D+00  7.9D-04  3.998D-09  1.566D-09
 2506 2999     0     0  con    0  1.0D+00  8.1D-04  4.836D-09  1.566D-09
 2507 3001     0     0  con    1  1.5D-01  5.8D-04  2.217D-08  1.566D-09
 2508 3002     0     0  con    0  1.0D+00  1.3D-03  1.376D-08  1.565D-09
 2509 3003     0     0  con    0  1.0D+00  2.1D-03  4.015D-09  1.564D-09
 2510 3004     0     0  con    0  1.0D+00  2.5D-03  2.360D-08  1.564D-09
 2511 3005     0     0  con    0  1.0D+00  1.1D-03  1.298D-08  1.563D-09
 2512 3006     0     0  con    0  1.0D+00  6.8D-04  7.388D-09  1.563D-09
 2513 3007     0     0  con    0  1.0D+00  4.5D-04  6.928D-09  1.563D-09
 2514 3008     0     0  con    0  1.0D+00  3.3D-04  1.225D-08  1.562D-09
 2515 3009     0     0  con    0  1.0D+00  9.1D-04  2.143D-08  1.561D-09
 2516 3010     0     0  con    0  1.0D+00  2.9D-03  2.478D-08  1.560D-09
 2517 3011     0     0  con    0  1.0D+00  3.5D-03  2.223D-08  1.559D-09
 2518 3012     0     0  con    0  1.0D+00  2.9D-03  2.027D-08  1.559D-09
 2519 3013     0     0  con    0  1.0D+00  1.5D-03  2.107D-08  1.559D-09
 2520 3014     0     0  con    0  1.0D+00  5.1D-04  4.566D-09  1.559D-09
 2521 3015     0     0  con    0  1.0D+00  7.0D-05  1.852D-09  1.558D-09
 2522 3016     0     0  con    0  1.0D+00  2.0D-04  1.972D-09  1.558D-09
 2523 3017     0     0  con    0  1.0D+00  1.6D-04  2.478D-09  1.558D-09
 2524 3018     0     0  con    0  1.0D+00  3.8D-04  5.306D-09  1.558D-09
 2525 3019     0     0  con    0  1.0D+00  5.3D-04  3.071D-09  1.558D-09
 2526 3020     0     0  con    0  1.0D+00  3.6D-04  3.638D-09  1.558D-09
 2527 3021     0     0  con    0  1.0D+00  1.5D-04  2.644D-09  1.558D-09
 2528 3022     0     0  con    0  1.0D+00  1.0D-04  5.012D-09  1.558D-09
 2529 3023     0     0  con    0  1.0D+00  9.7D-05  6.405D-09  1.558D-09
 2530 3024     0     0  con    0  1.0D+00  5.6D-04  5.282D-09  1.558D-09
 2531 3026     0     0  con    1  3.0D-01  3.4D-04  7.605D-09  1.558D-09
 2532 3027     0     0  con    0  1.0D+00  4.7D-04  2.922D-09  1.558D-09
 2533 3028     0     0  con    0  1.0D+00  4.6D-04  4.332D-09  1.558D-09
 2534 3029     0     0  con    0  1.0D+00  1.5D-04  3.583D-09  1.558D-09
 2535 3030     0     0  con    0  1.0D+00  5.0D-04  3.512D-09  1.558D-09
 2536 3031     0     0  con    0  1.0D+00  8.1D-04  8.956D-09  1.557D-09
 2537 3032     0     0  con    0  1.0D+00  7.2D-04  8.737D-09  1.557D-09
 2538 3033     0     0  con    0  1.0D+00  2.2D-03  5.939D-09  1.557D-09
 2539 3035     0     0  con    1  3.6D-01  1.4D-03  1.483D-08  1.557D-09
 2540 3036     0     0  con    0  1.0D+00  1.3D-03  1.548D-08  1.556D-09
 2541 3037     0     0  con    0  1.0D+00  5.5D-03  1.186D-08  1.556D-09
 2542 3038     0     0  con    0  1.0D+00  1.0D-03  5.257D-09  1.556D-09
 2543 3039     0     0  con    0  1.0D+00  7.7D-04  4.283D-09  1.556D-09
 2544 3040     0     0  con    0  1.0D+00  7.7D-04  7.422D-09  1.555D-09
 2545 3041     0     0  con    0  1.0D+00  8.8D-04  1.110D-08  1.555D-09
 2546 3042     0     0  con    0  1.0D+00  2.6D-03  1.767D-08  1.555D-09
 2547 3043     0     0  con    0  1.0D+00  4.0D-03  2.051D-08  1.554D-09
 2548 3045     0     0  con    1  2.7D-01  8.3D-04  1.250D-08  1.554D-09
 2549 3046     0     0  con    0  1.0D+00  4.3D-04  5.080D-09  1.554D-09
 2550 3047     0     0  con    0  1.0D+00  5.2D-04  5.783D-09  1.554D-09
 2551 3049     0     0  con    1  3.4D-01  9.4D-05  8.693D-09  1.553D-09
 2552 3050     0     0  con    0  1.0D+00  4.8D-05  4.843D-09  1.553D-09
 2553 3051     0     0  con    0  1.0D+00  1.9D-04  2.314D-09  1.553D-09
 2554 3052     0     0  con    0  1.0D+00  4.3D-04  2.522D-09  1.553D-09
 2555 3068     0     0  con   15  1.3D-09  6.5D-13  2.522D-09  1.553D-09
 2556 3091     1     0  ---    2  2.1D+01  1.4D-07  2.324D-09  1.553D-09
 2557 3092     0     0  con    0  1.0D+00  1.5D-06  1.302D-09  1.553D-09
 2558 3093     0     0  con    0  1.0D+00  8.9D-07  1.913D-09  1.553D-09
 2559 3094     0     0  con    0  1.0D+00  6.8D-06  4.044D-09  1.553D-09
 2560 3095     0     0  con    0  1.0D+00  1.0D-05  4.720D-09  1.553D-09
 2561 3097     0     0  con    1  1.9D-01  4.8D-06  4.731D-09  1.553D-09
 2562 3099     0     0  con    1  1.6D-01  1.1D-05  4.689D-09  1.553D-09
 2563 3101     0     0  con    1  1.8D-01  1.1D-05  3.904D-09  1.553D-09
 2564 3103     0     0  con    1  2.1D-01  1.3D-05  3.197D-09  1.553D-09
 2565 3105     0     0  con    1  2.5D-01  2.0D-05  2.530D-09  1.553D-09
 2566 3107     0     0  con    1  2.3D-01  1.9D-05  2.273D-09  1.553D-09
 2567 3109     0     0  con    1  3.2D-01  2.8D-05  1.754D-09  1.553D-09
 2568 3111     0     0  con    1  2.6D-01  2.1D-05  1.723D-09  1.553D-09
 2569 3113     0     0  con    1  2.0D-01  1.9D-05  3.921D-09  1.553D-09
 2570 3114     0     0  con    0  1.0D+00  5.8D-05  3.931D-09  1.553D-09
 2571 3115     0     0  con    0  1.0D+00  4.8D-05  1.692D-09  1.553D-09
 2572 3116     0     0  con    0  1.0D+00  8.9D-05  2.567D-09  1.553D-09
 2573 3117     0     0  con    0  1.0D+00  3.8D-04  1.593D-08  1.553D-09
 2574 3118     0     0  con    0  1.0D+00  3.0D-04  1.162D-08  1.552D-09
 2575 3119     0     0  con    0  1.0D+00  4.4D-05  8.135D-09  1.552D-09
 2576 3120     0     0  con    0  1.0D+00  1.8D-04  2.738D-09  1.552D-09
 2577 3121     0     0  con    0  1.0D+00  3.5D-04  7.514D-09  1.551D-09
 2578 3122     0     0  con    0  1.0D+00  7.8D-04  1.182D-08  1.550D-09
 2579 3123     0     0  con    0  1.0D+00  9.4D-04  7.658D-09  1.550D-09
 2580 3125     0     0  con    1  3.7D-01  3.1D-04  1.262D-08  1.549D-09
 2581 3126     0     0  con    0  1.0D+00  4.0D-04  9.477D-09  1.549D-09
 2582 3127     0     0  con    0  1.0D+00  2.2D-04  2.343D-09  1.549D-09
 2583 3128     0     0  con    0  1.0D+00  3.3D-05  1.627D-09  1.549D-09
 2584 3129     0     0  con    0  1.0D+00  2.0D-05  1.827D-09  1.549D-09
 2585 3130     0     0  con    0  1.0D+00  9.5D-05  6.778D-09  1.549D-09
 2586 3131     0     0  con    0  1.0D+00  3.0D-04  1.059D-08  1.549D-09
 2587 3132     0     0  con    0  1.0D+00  2.4D-04  1.086D-08  1.549D-09
 2588 3133     0     0  con    0  1.0D+00  2.7D-04  1.136D-08  1.549D-09
 2589 3134     0     0  con    0  1.0D+00  4.3D-04  6.479D-09  1.548D-09
 2590 3135     0     0  con    0  1.0D+00  5.2D-04  6.364D-09  1.548D-09
 2591 3137     0     0  con    1  2.7D-01  3.9D-05  8.879D-09  1.548D-09
 2592 3138     0     0  con    0  1.0D+00  6.8D-05  5.128D-09  1.548D-09
 2593 3139     0     0  con    0  1.0D+00  4.8D-05  2.342D-09  1.548D-09
 2594 3140     0     0  con    0  1.0D+00  1.1D-04  6.686D-09  1.548D-09
 2595 3141     0     0  con    0  1.0D+00  1.6D-04  1.022D-08  1.548D-09
 2596 3142     0     0  con    0  1.0D+00  2.1D-04  9.965D-09  1.548D-09
 2597 3144     0     0  con    1  1.3D-01  4.2D-05  9.502D-09  1.548D-09
 2598 3145     0     0  con    0  1.0D+00  1.2D-04  3.291D-09  1.548D-09
 2599 3146     0     0  con    0  1.0D+00  5.9D-05  3.089D-09  1.548D-09
 2600 3147     0     0  con    0  1.0D+00  7.3D-05  6.217D-09  1.547D-09
 2601 3149     0     0  con    1  4.7D-01  8.1D-05  9.824D-09  1.547D-09
 2602 3150     0     0  con    0  1.0D+00  3.5D-05  8.262D-09  1.547D-09
 2603 3151     0     0  con    0  1.0D+00  7.9D-05  3.434D-09  1.547D-09
 2604 3152     0     0  con    0  1.0D+00  2.7D-05  2.753D-09  1.547D-09
 2605 3153     0     0  con    0  1.0D+00  5.0D-05  3.010D-09  1.547D-09
 2606 3155     0     0  con    1  4.0D-01  1.8D-04  1.095D-08  1.547D-09
 2607 3156     0     0  con    0  1.0D+00  1.8D-04  4.422D-09  1.547D-09
 2608 3157     0     0  con    0  1.0D+00  3.7D-04  3.904D-09  1.547D-09
 2609 3158     0     0  con    0  1.0D+00  2.5D-04  4.857D-09  1.547D-09
 2610 3159     0     0  con    0  1.0D+00  4.4D-04  1.610D-09  1.546D-09
 2611 3161     0     0  con    1  4.9D-01  1.7D-04  2.107D-09  1.546D-09
 2612 3162     0     0  con    0  1.0D+00  4.6D-05  1.464D-09  1.546D-09
 2613 3163     0     0  con    0  1.0D+00  1.2D-04  2.683D-09  1.546D-09
 2614 3164     0     0  con    0  1.0D+00  1.4D-04  4.644D-09  1.546D-09
 2615 3165     0     0  con    0  1.0D+00  4.4D-04  4.015D-09  1.546D-09
 2616 3166     0     0  con    0  1.0D+00  4.3D-04  6.098D-09  1.546D-09
 2617 3167     0     0  con    0  1.0D+00  6.1D-04  9.943D-09  1.546D-09
 2618 3168     0     0  con    0  1.0D+00  8.0D-04  8.742D-09  1.546D-09
 2619 3170     0     0  con    1  4.5D-01  1.1D-04  6.414D-09  1.545D-09
 2620 3171     0     0  con    0  1.0D+00  9.0D-05  1.463D-09  1.545D-09
 2621 3172     0     0  con    0  1.0D+00  5.1D-05  1.524D-09  1.545D-09
 2622 3173     0     0  con    0  1.0D+00  2.6D-05  2.630D-09  1.545D-09
 2623 3174     0     0  con    0  1.0D+00  3.6D-05  3.409D-09  1.545D-09
 2624 3175     0     0  con    0  1.0D+00  6.4D-05  3.056D-09  1.545D-09
 2625 3176     0     0  con    0  1.0D+00  1.2D-04  3.458D-09  1.545D-09
 2626 3177     0     0  con    0  1.0D+00  1.3D-04  7.785D-10  1.545D-09
 2627 3192     0     0  con   14  3.3D-09  1.4D-13  7.785D-10  1.545D-09
 2628 3216     1     0  ---    3  8.5D+01  2.5D-07  7.036D-10  1.545D-09
 2629 3217     0     0  con    0  1.0D+00  3.8D-06  1.484D-09  1.545D-09
 2630 3218     0     0  con    0  1.0D+00  4.8D-06  1.549D-09  1.545D-09
 2631 3219     0     0  con    0  1.0D+00  1.5D-05  4.047D-09  1.545D-09
 2632 3220     0     0  con    0  1.0D+00  1.4D-05  8.815D-10  1.545D-09
 2633 3221     0     0  con    0  1.0D+00  7.6D-06  1.582D-09  1.545D-09
 2634 3222     0     0  con    0  1.0D+00  1.2D-05  1.726D-09  1.545D-09
 2635 3223     0     0  con    0  1.0D+00  1.4D-05  1.597D-09  1.545D-09
 2636 3224     0     0  con    0  1.0D+00  3.7D-05  2.596D-09  1.545D-09
 2637 3225     0     0  con    0  1.0D+00  6.9D-05  2.720D-09  1.545D-09
 2638 3226     0     0  con    0  1.0D+00  1.1D-04  7.228D-09  1.545D-09
 2639 3227     0     0  con    0  1.0D+00  6.3D-05  2.171D-09  1.545D-09
 2640 3228     0     0  con    0  1.0D+00  4.5D-05  1.603D-09  1.545D-09
 2641 3229     0     0  con    0  1.0D+00  6.1D-05  3.165D-09  1.545D-09
 2642 3230     0     0  con    0  1.0D+00  1.5D-04  3.263D-09  1.545D-09
 2643 3232     0     0  con    1  2.4D-01  7.1D-05  5.784D-09  1.545D-09
 2644 3233     0     0  con    0  1.0D+00  1.3D-04  4.614D-09  1.545D-09
 2645 3234     0     0  con    0  1.0D+00  1.7D-04  4.449D-09  1.544D-09
 2646 3235     0     0  con    0  1.0D+00  2.2D-04  9.277D-09  1.544D-09
 2647 3236     0     0  con    0  1.0D+00  3.0D-04  6.116D-09  1.544D-09
 2648 3238     0     0  con    1  2.7D-01  3.3D-05  7.219D-09  1.544D-09
 2649 3240     0     0  con    1  3.1D-01  1.8D-05  4.903D-09  1.544D-09
 2650 3242     0     0  con    1  2.5D-01  8.4D-06  4.080D-09  1.544D-09
 2651 3244     0     0  con    1  1.9D-01  5.9D-06  2.418D-09  1.544D-09
 2652 3248     0     0  con    3  1.3D-01  3.1D-06  1.995D-09  1.544D-09
 2653 3258     0     0  con    9  6.6D-02  2.2D-06  1.778D-09  1.544D-09
 2654 3260     0     0  con    1  1.8D-01  8.2D-06  1.124D-09  1.544D-09
 2655 3267     0     0  con    6  3.4D-02  1.8D-06  9.976D-10  1.544D-09
 2656 3271     0     0  con    3  1.3D-01  9.3D-06  6.468D-10  1.544D-09
 2657 3298     1     0  ---    6  5.5D+03  1.0D-05  1.491D-09  1.544D-09
 2658 3299     0     0  con    0  1.0D+00  7.2D-05  4.838D-09  1.544D-09
 2659 3301     0     0  con    1  3.7D-01  3.3D-05  6.284D-09  1.544D-09
 2660 3302     0     0  con    0  1.0D+00  7.3D-05  7.571D-09  1.544D-09
 2661 3304     0     0  con    1  3.4D-01  3.4D-05  4.801D-09  1.544D-09
 2662 3305     0     0  con    0  1.0D+00  3.9D-05  2.671D-09  1.544D-09
 2663 3306     0     0  con    0  1.0D+00  3.3D-05  1.637D-09  1.544D-09
 2664 3307     0     0  con    0  1.0D+00  4.6D-05  2.889D-09  1.544D-09
 2665 3308     0     0  con    0  1.0D+00  4.7D-05  2.769D-09  1.544D-09
 2666 3309     0     0  con    0  1.0D+00  5.0D-05  1.372D-09  1.544D-09
 2667 3310     0     0  con    0  1.0D+00  6.2D-05  2.878D-09  1.544D-09
 2668 3311     0     0  con    0  1.0D+00  7.0D-05  3.370D-09  1.544D-09
 2669 3313     0     0  con    1  1.7D-01  1.9D-05  3.927D-09  1.544D-09
 2670 3315     0     0  con    1  1.7D-01  2.2D-05  2.621D-09  1.544D-09
 2671 3317     0     0  con    1  1.7D-01  1.9D-05  2.565D-09  1.544D-09
 2672 3323     0     0  con    5  9.1D-02  8.7D-06  2.116D-09  1.544D-09
 2673 3339     0     0  con   15  6.3D-09  6.1D-13  2.116D-09  1.544D-09
 2674 3346     0     0  con    6  3.2D-02  2.8D-06  2.030D-09  1.544D-09
 2675 3356     0     0  con    9  9.7D-03  1.0D-06  1.971D-09  1.544D-09
 2676 3366     0     0  con    9  6.0D-02  6.0D-06  1.806D-09  1.544D-09
 2677 3386     0     0  con   19  8.9D-10  9.1D-14  1.806D-09  1.544D-09
 2678 3395     0     0  con    8  5.2D-02  5.9D-06  1.670D-09  1.544D-09
 2679 3397     0     0  con    1  2.0D-01  2.2D-05  9.813D-10  1.544D-09
 2680 3421     1     0  ---    3  8.5D+01  2.4D-07  8.472D-10  1.544D-09
 2681 3422     0     0  con    0  1.0D+00  1.5D-06  6.781D-10  1.544D-09
 2682 3423     0     0  con    0  1.0D+00  1.8D-06  8.529D-10  1.544D-09
 2683 3424     0     0  con    0  1.0D+00  5.6D-06  2.294D-09  1.544D-09
 2684 3425     0     0  con    0  1.0D+00  1.1D-05  1.465D-09  1.544D-09
 2685 3426     0     0  con    0  1.0D+00  6.4D-06  1.120D-09  1.544D-09
 2686 3427     0     0  con    0  1.0D+00  1.5D-05  8.961D-10  1.544D-09
 2687 3428     0     0  con    0  1.0D+00  1.0D-05  1.328D-09  1.544D-09
 2688 3429     0     0  con    0  1.0D+00  3.7D-05  2.422D-09  1.544D-09
 2689 3430     0     0  con    0  1.0D+00  7.1D-05  2.756D-09  1.544D-09
 2690 3431     0     0  con    0  1.0D+00  6.1D-05  2.711D-09  1.544D-09
 2691 3432     0     0  con    0  1.0D+00  3.0D-05  1.253D-09  1.544D-09
 2692 3433     0     0  con    0  1.0D+00  1.6D-05  1.246D-09  1.543D-09
 2693 3434     0     0  con    0  1.0D+00  2.4D-05  3.165D-09  1.543D-09
 2694 3435     0     0  con    0  1.0D+00  4.2D-05  1.679D-09  1.543D-09
 2695 3436     0     0  con    0  1.0D+00  3.6D-05  5.633D-09  1.543D-09
 2696 3437     0     0  con    0  1.0D+00  4.1D-06  1.594D-09  1.543D-09
 2697 3438     0     0  con    0  1.0D+00  4.7D-06  8.079D-10  1.543D-09
 2698 3439     0     0  con    0  1.0D+00  1.6D-05  1.727D-09  1.543D-09
 2699 3440     0     0  con    0  1.0D+00  4.6D-05  3.682D-09  1.543D-09
 2700 3441     0     0  con    0  1.0D+00  1.0D-04  5.347D-09  1.543D-09
 2701 3442     0     0  con    0  1.0D+00  1.8D-04  6.161D-09  1.543D-09
 2702 3444     0     0  con    1  4.9D-01  1.9D-04  7.994D-09  1.543D-09
 2703 3445     0     0  con    0  1.0D+00  4.5D-05  2.005D-09  1.543D-09
 2704 3446     0     0  con    0  1.0D+00  1.2D-05  9.558D-10  1.543D-09
 2705 3447     0     0  con    0  1.0D+00  6.6D-06  1.543D-09  1.543D-09
 2706 3448     0     0  con    0  1.0D+00  2.6D-05  3.955D-09  1.543D-09
 2707 3449     0     0  con    0  1.0D+00  7.0D-05  5.647D-09  1.543D-09
 2708 3451     0     0  con    1  1.6D-01  6.1D-05  1.057D-08  1.543D-09
 2709 3452     0     0  con    0  1.0D+00  1.2D-04  9.339D-09  1.543D-09
 2710 3453     0     0  con    0  1.0D+00  2.6D-04  2.577D-09  1.543D-09
 2711 3454     0     0  con    0  1.0D+00  9.3D-05  1.208D-09  1.543D-09
 2712 3455     0     0  con    0  1.0D+00  9.0D-05  3.260D-09  1.543D-09
 2713 3456     0     0  con    0  1.0D+00  1.6D-05  2.852D-09  1.543D-09
 2714 3457     0     0  con    0  1.0D+00  1.0D-04  1.554D-08  1.543D-09
 2715 3458     0     0  con    0  1.0D+00  9.1D-05  4.331D-09  1.543D-09
 2716 3459     0     0  con    0  1.0D+00  1.6D-04  2.530D-09  1.542D-09
 2717 3460     0     0  con    0  1.0D+00  3.4D-04  5.684D-09  1.542D-09
 2718 3461     0     0  con    0  1.0D+00  2.4D-04  5.941D-09  1.542D-09
 2719 3463     0     0  con    1  4.5D-01  3.0D-04  9.118D-09  1.542D-09
 2720 3464     0     0  con    0  1.0D+00  1.3D-04  4.357D-09  1.542D-09
 2721 3465     0     0  con    0  1.0D+00  1.0D-04  6.638D-09  1.542D-09
 2722 3466     0     0  con    0  1.0D+00  6.0D-05  5.553D-09  1.542D-09
 2723 3467     0     0  con    0  1.0D+00  7.0D-05  3.084D-09  1.542D-09
 2724 3468     0     0  con    0  1.0D+00  8.2D-04  1.508D-08  1.542D-09
 2725 3469     0     0  con    0  1.0D+00  1.1D-04  1.479D-08  1.541D-09
 2726 3470     0     0  con    0  1.0D+00  5.8D-04  1.245D-08  1.541D-09
 2727 3471     0     0  con    0  1.0D+00  1.9D-03  2.389D-08  1.540D-09
 2728 3472     0     0  con    0  1.0D+00  2.8D-03  2.370D-08  1.540D-09
 2729 3474     0     0  con    1  2.1D-01  5.5D-04  1.559D-08  1.540D-09
 2730 3475     0     0  con    0  1.0D+00  2.1D-03  4.573D-09  1.540D-09
 2731 3477     0     0  con    1  2.6D-01  3.0D-04  3.092D-09  1.540D-09
 2732 3478     0     0  con    0  1.0D+00  2.6D-04  6.368D-09  1.539D-09
 2733 3480     0     0  con    1  3.1D-01  9.7D-05  1.034D-08  1.539D-09
 2734 3481     0     0  con    0  1.0D+00  3.5D-05  6.214D-09  1.539D-09
 2735 3482     0     0  con    0  1.0D+00  5.0D-05  1.724D-09  1.539D-09
 2736 3495     0     0  con   12  3.4D-10  2.0D-14  1.724D-09  1.539D-09
 2737 3520     1     0  ---    4  3.4D+02  1.2D-06  1.479D-09  1.539D-09
 2738 3521     0     0  con    0  1.0D+00  6.7D-06  2.391D-09  1.539D-09
 2739 3522     0     0  con    0  1.0D+00  1.1D-05  3.634D-09  1.539D-09
 2740 3523     0     0  con    0  1.0D+00  3.0D-05  5.190D-09  1.539D-09
 2741 3524     0     0  con    0  1.0D+00  1.4D-05  2.139D-09  1.539D-09
 2742 3525     0     0  con    0  1.0D+00  1.6D-05  2.740D-09  1.539D-09
 2743 3526     0     0  con    0  1.0D+00  2.3D-05  2.956D-09  1.539D-09
 2744 3527     0     0  con    0  1.0D+00  4.7D-05  3.865D-09  1.539D-09
 2745 3528     0     0  con    0  1.0D+00  1.3D-04  4.645D-09  1.539D-09
 2746 3529     0     0  con    0  1.0D+00  2.5D-04  1.187D-08  1.538D-09
 2747 3530     0     0  con    0  1.0D+00  1.0D-04  5.728D-09  1.538D-09
 2748 3531     0     0  con    0  1.0D+00  1.3D-04  5.291D-09  1.538D-09
 2749 3532     0     0  con    0  1.0D+00  8.6D-05  3.740D-09  1.538D-09
 2750 3533     0     0  con    0  1.0D+00  2.3D-04  5.194D-09  1.537D-09
